title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Hunan Province Birth Defect Prevention Measures,19.11.2015,provincial,Hunan Province,FALSE,sensitive,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']",['Health & Social Work'],['Parental Consent for Minors'],"['Information Processing', 'Information Dissemination']",Regulates birth defect prevention and management.,FALSE,4_government_regulations/湖南省出生缺陷防治办法(FBM-CLI.11.1166479).txt,4_government_regulations
Zhejiang Province Female Workers Labor Protection Measures,14.04.2017,provincial,Zhejiang Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Invasion']",Protects female workers' rights and privacy.,FALSE,4_government_regulations/浙江省女职工劳动保护办法(2017)(FBM-CLI.11.1278457).txt,4_government_regulations
Regulations on the Management of Hazard Sources and Hazard Areas for Emergencies in Guangzhou,01.04.2012,city,Guangzhou,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/广州市突发事件危险源和危险区域管理规定(FBM-CLI.11.571772).txt,4_government_regulations
Guangzhou Social Security Card Management Measures,01.10.2009,city,Guangzhou,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates social security card usage and privacy protection.,FALSE,4_government_regulations/广州市社会保障卡管理办法(FBM-CLI.11.340250).txt,4_government_regulations
Chongqing Local Chronicle Work Measures,08.12.2022,city,Chongqing,FALSE,general,[],"['Security & Management', 'Protection Officer']",[],[],[],,FALSE,4_government_regulations/重庆市地方志工作办法(FBM-CLI.11.6402019).txt,4_government_regulations
Regulations on the Management of Hazard Sources and Hazard Areas for Emergency Events in Guangzhou (2015 Amendment),02.02.2012,city,Guangzhou,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/广州市突发事件危险源和危险区域管理规定(2015修...(FBM-CLI.11.1537629).txt,4_government_regulations
Guangzhou Internet Bicycle Rental Management Measures,01.11.2020,city,Guangzhou,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates internet bicycle rental and user data protection.,FALSE,4_government_regulations/广州市互联网租赁自行车管理办法(FBM-CLI.11.1640090).txt,4_government_regulations
Urumqi Real Estate Information Disclosure Measures,20.03.2009,city,Urumqi,FALSE,general,['Rectification'],[],['Real Estate'],[],[],Regulates real estate information disclosure.,FALSE,4_government_regulations/乌鲁木齐市房地产信息公开办法(FBM-CLI.11.298697).txt,4_government_regulations
Kunming City Optimization of Business Environment Measures,25.11.2022,city,Kunming,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Promotes transparency and protects personal privacy.,FALSE,4_government_regulations/昆明市优化营商环境办法(FBM-CLI.11.5657165).txt,4_government_regulations
Regulations on the Collection and Use of Enterprise Credit Information in Chengdu,20.11.2008,city,Chengdu,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates enterprise credit information management.,FALSE,4_government_regulations/成都市企业信用信息征集和使用管理办法(FBM-CLI.11.269491).txt,4_government_regulations
Regulations on the Management of Public Security Video Image Information Systems in Anhui Province,19.10.2016,provincial,Anhui Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public security video systems and privacy.,FALSE,4_government_regulations/安徽省公共安全视频图像信息系统管理办法(FBM-CLI.11.1234580).txt,4_government_regulations
Guangzhou Administrative Filing Management Measures (2020 Revision),11.11.2020,city,Guangzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],[],,FALSE,4_government_regulations/广州市行政备案管理办法(2020修正)(FBM-CLI.11.1654039).txt,4_government_regulations
Guizhou Provincial Public Security Video Information System Management Measures,27.10.2010,provincial,Guizhou Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public video surveillance systems.,FALSE,4_government_regulations/贵州省公共安全视频信息系统管理办法(FBM-CLI.11.457945).txt,4_government_regulations
Special Provisions on Labor Protection for Female Employees in Hunan Province,27.11.2019,provincial,Hunan Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Protects female employees' labor rights.,FALSE,4_government_regulations/湖南省女职工劳动保护特别规定(FBM-CLI.11.1553826).txt,4_government_regulations
Regulations on the Post-Legislative Evaluation of Government Regulations in Yinchuan City,28.06.2023,city,Yinchuan City,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/银川市政府规章立法后评估办法(FBM-CLI.11.7036386).txt,4_government_regulations
Regulations on Administrative Mediation in Guangzhou (Revised in 2019),14.11.2019,city,Guangzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],"['Information Processing', 'Information Dissemination']",Regulates administrative mediation procedures.,FALSE,4_government_regulations/广州市行政调解规定(2019修订)(FBM-CLI.11.1559142).txt,4_government_regulations
"Decision of the People's Government of Heilongjiang Province on Canceling, Delegating, Entrusting, and Localizing Management of a Batch of Administrative Power Matters",19.03.2022,provincial,Heilongjiang Province,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/黑龙江省人民政府关于取消、下放、委托、属地...(FBM-CLI.11.4937391).txt,4_government_regulations
Bengbu City Administrative Procedure Regulations,06.12.2017,city,Bengbu City,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/蚌埠市行政程序规定(FBM-CLI.11.1424349).txt,4_government_regulations
Regulations on the Formulation of Government Regulations of Fushun City (2021 Revision),19.04.2021,city,Fushun City,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/抚顺市政府规章制定办法(2021修正)(FBM-CLI.11.4935032).txt,4_government_regulations
Regulations on Administrative Penalty Hearing Procedures of Jiangxi Province (2010 Revision),29.11.2010,provincial,Jiangxi Province,FALSE,general,"['Know & Decide', 'Access & Copy']",[],"['Public Administration, Social Security & Social Organizations']",[],[],Regulates administrative penalty hearing procedures.,FALSE,4_government_regulations/江西省行政处罚听证程序规定(2010修正)(FBM-CLI.11.4852948).txt,4_government_regulations
Xiamen Municipal Management Measures for Public Safety of Civil Unmanned Aerial Vehicles,27.12.2019,city,Xiamen,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/厦门市民用无人驾驶航空器公共安全管理办法(FBM-CLI.11.1560288).txt,4_government_regulations
Measures for Implementing the Regulations of the People's Republic of China on Government Information Disclosure in Qinghai Province,01.02.2013,provincial,Qinghai Province,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates government information disclosure practices.,FALSE,4_government_regulations/青海省实施《中华人民共和国政府信息公开条例...(FBM-CLI.11.692686).txt,4_government_regulations
Zhengzhou Municipal Government Information Resource Sharing Management Measures,28.03.2015,city,Zhengzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates government information sharing practices.,FALSE,4_government_regulations/郑州市政府信息资源共享管理办法(FBM-CLI.11.1056828).txt,4_government_regulations
Regulations on the Supervision and Management of Credit Service Institutions in Jiangsu Province,15.12.2023,provincial,Jiangsu Province,FALSE,general,"['Access & Copy', 'Rectification']","['Security & Management', 'Incident Response & Notification']",['Financial Intermediation'],[],['Information Processing'],Regulates credit service institutions' data handling.,FALSE,4_government_regulations/江苏省信用服务机构监督管理办法(FBM-CLI.11.7315209).txt,4_government_regulations
Decision of the Guiyang Municipal People's Government on Amending the Provisional Regulations on Smoking Prohibition in Public Places in Guiyang and Other 76 Regulations,23.12.2020,city,Guiyang,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/贵阳市人民政府关于修改《贵阳市公共场所禁止...(FBM-CLI.11.1685024).txt,4_government_regulations
Regulations on Local Chronicles Work in Yinchuan City (2023 Amendment),08.05.2023,city,Yinchuan,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/银川市地方志工作规定(2023修改)(FBM-CLI.11.6938393).txt,4_government_regulations
Beijing Administrative Penalty Hearing Procedures Implementation Measures (2021 Revision),30.12.2021,city,Beijing,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/北京市行政处罚听证程序实施办法(2021修改)(FBM-CLI.11.4862482).txt,4_government_regulations
Regulations on Public Safety Technical Prevention Management of Kunming City,16.10.2012,city,Kunming,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public safety technical prevention systems.,FALSE,4_government_regulations/昆明市公共安全技术防范管理规定(2012)(FBM-CLI.11.694610).txt,4_government_regulations
Tianjin Administrative Law Enforcement Supervision Regulations,01.08.2014,city,Tianjin,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/天津市行政执法监督规定(FBM-CLI.11.889289).txt,4_government_regulations
Regulations on Premarital Medical Examination in Anhui Province (Revised in 2010),23.12.2010,provincial,Anhui Province,FALSE,general,[],"['Security & Management', 'Protection Officer']",['Health & Social Work'],[],['Information Processing'],Regulates premarital medical checks and privacy.,FALSE,4_government_regulations/安徽省婚前医学检查管理办法(2010修正)(FBM-CLI.11.4908651).txt,4_government_regulations
Public Participation Measures for the Formulation of Regulations in Changchun City,21.01.2022,city,Changchun City,FALSE,general,[],[],[],[],[],Regulates public participation in legislation.,FALSE,4_government_regulations/长春市规章制定公众参与办法(FBM-CLI.11.4866582).txt,4_government_regulations
Interim Measures for the Management of Online Ride-Hailing Taxi Operations in Anqing City,01.05.2022,city,Anqing City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates ride-hailing services and data protection.,FALSE,4_government_regulations/安庆市网络预约出租汽车经营服务管理暂行办法(FBM-CLI.11.5135580).txt,4_government_regulations
Regulations on Administrative Mediation of Liaoning Province (2021 Revision),18.05.2021,provincial,Liaoning Province,FALSE,general,"['自主表达意愿、自愿达成调解协议', '要求调解公开或者不公开进行', '接受调解、拒绝调解或者要求中止调解', '申请有关行政调解工作人员回避']",['泄露国家秘密、商业秘密或个人隐私'],"['Public Administration, Social Security & Social Organizations']",[],[],Regulates administrative mediation processes.,FALSE,4_government_regulations/辽宁省行政调解规定(2021修正)(FBM-CLI.11.4862977).txt,4_government_regulations
Regulations on Government Information Disclosure upon Request in Dalian,14.10.2008,city,Dalian,FALSE,general,[],[],[],[],[],Regulates public access to government information.,FALSE,4_government_regulations/大连市关于政府信息依申请公开的规定(FBM-CLI.11.260333).txt,4_government_regulations
Jilin City Medical Dispute Handling Measures,12.12.2023,city,Jilin City,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Protection Officer']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates medical dispute resolution and patient rights.,FALSE,4_government_regulations/吉林市医疗纠纷处置办法(2023第二次修订)(FBM-CLI.11.7312225).txt,4_government_regulations
Hubei Provincial Administrative Data Resource Application and Management Measures,18.01.2021,provincial,Hubei Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates government data management and sharing.,FALSE,4_government_regulations/湖北省政务数据资源应用与管理办法(FBM-CLI.11.1692097).txt,4_government_regulations
Regulations on Major Administrative Decision-Making Procedures of Handan City (2022 Revision),01.09.2022,city,Handan City,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/邯郸市重大行政决策程序规定(2022修订)(FBM-CLI.11.5512479).txt,4_government_regulations
Zhejiang Provincial Regulations on Labor Protection for Female Employees (2023 Revision),29.12.2023,provincial,Zhejiang Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects labor rights and privacy of female employees.,FALSE,4_government_regulations/浙江省女职工劳动保护办法(2023修正)(FBM-CLI.11.7346583).txt,4_government_regulations
Regulations on the Promotion of Social Work in Zhuhai,17.01.2013,city,Zhuhai,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Promotes social work and protects personal privacy.,FALSE,4_government_regulations/珠海市社会工作促进办法(FBM-CLI.11.745956).txt,4_government_regulations
Management Measures for Public Security Video Image Information System in Xi'an (2020 Revision),09.05.2019,city,Xi'an,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public security video systems for privacy protection.,FALSE,4_government_regulations/西安市公共安全视频图像信息系统管理办法(2020修...(FBM-CLI.11.1705828).txt,4_government_regulations
Shandong Province Safety Production Reporting Measures,12.06.2024,provincial,Shandong Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates safety reporting and management.,FALSE,4_government_regulations/山东省安全生产举报办法(FBM-CLI.11.7569866).txt,4_government_regulations
Chongqing Enterprise Credit Information Management Measures,12.12.2016,provincial,Chongqing,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates enterprise credit information management.,FALSE,4_government_regulations/重庆市企业信用信息管理办法(FBM-CLI.11.1251604).txt,4_government_regulations
Guangdong Provincial Public Security Video Image Information System Management Measures (2025 Amendment),09.01.2025,provincial,Guangdong Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public security video systems.,FALSE,4_government_regulations/广东省公共安全视频图像信息系统管理办法(2025修...(FBM-CLI.11.8632889).txt,4_government_regulations
Measures for Administrative Punishment Hearings in Henan Province,01.12.2021,provincial,Henan Province,FALSE,general,"['Know & Decide', 'Access & Copy']",[],[],[],[],Regulates administrative punishment hearings.,FALSE,4_government_regulations/河南省行政处罚听证办法(FBM-CLI.11.4629061).txt,4_government_regulations
Emergency Measures for Public Health Emergencies in Zhejiang Province,27.10.2020,provincial,Zhejiang Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Health & Social Work', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public health emergency responses.,FALSE,4_government_regulations/浙江省突发公共卫生事件应急办法(FBM-CLI.11.1648672).txt,4_government_regulations
Regulations on the Management of Market Intermediary Organizations in Jilin City,24.11.2010,city,Jilin City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],,FALSE,4_government_regulations/吉林市市场中介组织管理办法(FBM-CLI.11.6412895).txt,4_government_regulations
Fujian Provincial Electronic Government Construction and Application Management Measures,15.02.2015,provincial,Fujian Province,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates electronic government data sharing and management.,FALSE,4_government_regulations/福建省电子政务建设和应用管理办法(FBM-CLI.11.1047702).txt,4_government_regulations
Regulations on Administrative Penalty Procedures of Hangzhou Market Supervision Administration (2021 Amendment),06.01.2021,city,Hangzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates market supervision and data protection.,FALSE,4_government_regulations/杭州市市场监督管理行政处罚程序规定(2021修改)(FBM-CLI.11.4720223).txt,4_government_regulations
"Implementation Measures for the Renovation of Old Villages, Old Factories, and Old Towns in Guangzhou",15.03.2024,city,Guangzhou,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/广州市旧村庄旧厂房旧城镇改造实施办法(FBM-CLI.11.7454202).txt,4_government_regulations
Hubei Province Prenatal Medical Examination Management Regulations (2010 Revision),01.12.2010,provincial,Hubei Province,FALSE,sensitive,['Erasure'],"['Security & Management', 'Protection Officer']",['Health & Social Work'],['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates prenatal medical examinations and privacy protection.,FALSE,4_government_regulations/湖北省婚前医学检查管理规定(2010修正)(FBM-CLI.11.4922522).txt,4_government_regulations
Hunan Province Medical Dispute Prevention and Handling Measures (2022 Revision),08.10.2022,provincial,Hunan Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Health & Social Work'],"['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates medical dispute handling and patient privacy.,FALSE,4_government_regulations/湖南省医疗纠纷预防与处理办法(2022修改)(FBM-CLI.11.5608150).txt,4_government_regulations
Hami City Volunteer Service Management Measures,04.01.2023,city,Hami City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates volunteer service and protects personal information.,FALSE,4_government_regulations/哈密市志愿服务管理办法(FBM-CLI.11.6410199).txt,4_government_regulations
Regulations on the Management of Public Libraries in Xinzhou City,16.09.2022,city,Xinzhou City,FALSE,general,"['Access & Copy', 'Erasure']",['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public library management and user privacy.,FALSE,4_government_regulations/忻州市公共图书馆管理办法(FBM-CLI.11.6387334).txt,4_government_regulations
Regulations on Major Administrative Decision-Making Procedures of Guangdong Province,24.08.2021,provincial,Guangdong Province,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/广东省重大行政决策程序规定(FBM-CLI.11.4284335).txt,4_government_regulations
Ningxia Hui Autonomous Region Market Intermediary Organization Management Measures (2019 Revision),04.12.2019,provincial,Ningxia Hui Autonomous Region,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/宁夏回族自治区市场中介组织管理办法(2019修正)(FBM-CLI.11.1575588).txt,4_government_regulations
Hainan Province Minimum Living Security Measures,23.11.2023,provincial,Hainan Province,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/海南省最低生活保障办法(FBM-CLI.11.7286273).txt,4_government_regulations
Implementation Measures for the Work Injury Insurance Regulations of Jilin Province,10.09.2013,provincial,Jilin Province,TRUE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],,FALSE,4_government_regulations/吉林省实施《工伤保险条例》办法(FBM-CLI.11.782260).txt,4_government_regulations
Interim Measures for the Management of Public Credit Information in Fuzhou,17.11.2017,city,Fuzhou,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates collection and use of public credit information.,FALSE,4_government_regulations/福州市公共信用信息管理暂行办法(FBM-CLI.11.1430489).txt,4_government_regulations
Beijing Government Information Disclosure Regulations,21.05.2014,city,Beijing,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates government information disclosure processes.,FALSE,4_government_regulations/北京市政府信息公开规定(FBM-CLI.11.874521).txt,4_government_regulations
Jilin City Informationization Promotion Measures,25.11.2014,city,Jilin City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],"['Information Processing', 'Information Dissemination']",Promotes information security and resource sharing.,FALSE,4_government_regulations/吉林市信息化促进办法(FBM-CLI.11.936401).txt,4_government_regulations
Regulations on Administrative Penalty Hearing Procedures of Shanghai,16.11.2015,city,Shanghai,TRUE,general,"['Know & Decide', 'Access & Copy']",[],"['Public Administration, Social Security & Social Organizations']",[],[],Regulates administrative penalty hearing procedures.,FALSE,4_government_regulations/上海市行政处罚听证程序规定(FBM-CLI.11.1139385).txt,4_government_regulations
Guiyang Municipal Government Information Disclosure Regulations,23.04.2011,city,Guiyang,FALSE,general,"['Know & Decide', 'Access & Copy']","['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates government information transparency.,FALSE,4_government_regulations/贵阳市政府信息公开规定(2020修改)(FBM-CLI.11.1686288).txt,4_government_regulations
Guangzhou Social Security Card Management Measures (2015 Revision),30.09.2015,city,Guangzhou,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates social security card usage and privacy protection.,FALSE,4_government_regulations/广州市社会保障卡管理办法(2015修改)(FBM-CLI.11.1537538).txt,4_government_regulations
Decision on Adjusting a Batch of Administrative Power Matters by the Jiamusi Municipal People's Government,01.12.2022,city,Jiamusi,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/佳木斯市人民政府关于调整一批行政权力事项的...(FBM-CLI.11.6915378).txt,4_government_regulations
Nanjing Municipal Measures for the Management of Infant and Toddler Care Institutions,19.12.2019,city,Nanjing,FALSE,sensitive,"['Erasure', 'Know & Decide']","['Security & Management', 'Protection Officer']","['Education', 'Health & Social Work']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates care for infants and toddlers.,FALSE,4_government_regulations/南京市婴幼儿托育机构管理办法(FBM-CLI.11.1575886).txt,4_government_regulations
Regulations on the Prevention and Handling of Medical Disputes in Suzhou (Revised 2013),03.11.2009,city,Suzhou,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']",['Health & Social Work'],"['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates medical dispute prevention and resolution.,FALSE,4_government_regulations/苏州市医疗纠纷预防与处理办法(2013修正)(FBM-CLI.11.754450).txt,4_government_regulations
Fujian Province Price Appraisal Management Measures for Involved Property,23.12.2013,provincial,Fujian Province,FALSE,general,[],"['Security & Management', 'Protection Officer']",[],[],[],,FALSE,4_government_regulations/福建省涉案财物价格鉴证管理办法(FBM-CLI.11.807783).txt,4_government_regulations
Hangzhou Public Credit Information Management Measures,16.08.2016,city,Hangzhou,FALSE,general,"['Erasure', 'Rectification']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public credit information management.,FALSE,4_government_regulations/杭州市公共信用信息管理办法(FBM-CLI.11.1214159).txt,4_government_regulations
Regulations on the Management of Government Information Resource Sharing in Zhengzhou (2020 Revision),17.01.2020,city,Zhengzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates sharing of government information resources.,FALSE,4_government_regulations/郑州市政府信息资源共享管理办法(2020修正)(FBM-CLI.11.4911269).txt,4_government_regulations
Special Provisions on Labor Protection for Female Employees in Guizhou Province,29.12.2021,provincial,Guizhou Province,FALSE,general,[],"['Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Protects female employees' rights and health.,FALSE,4_government_regulations/贵州省女职工劳动保护特别规定(FBM-CLI.11.4852217).txt,4_government_regulations
Guangdong Provincial Public Data Management Measures,25.11.2021,provincial,Guangdong Province,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data collection and management.,TRUE,4_government_regulations/广东省公共数据管理办法(FBM-CLI.11.4619854).txt,4_government_regulations
Measures for Implementing the Blood Donation Law of the People's Republic of China in Xi'an,17.12.2013,city,Xi'an,FALSE,general,[],"['Security & Management', 'Protection Officer']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates blood donation and protects donor privacy.,FALSE,4_government_regulations/西安市实施《中华人民共和国献血法》办法(FBM-CLI.11.805623).txt,4_government_regulations
Regulations on the Management of Local Chronicles in Xi'an (Revised in 2017),26.12.2017,city,Xi'an,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/西安市地方志管理办法(2017修订)(FBM-CLI.11.4867590).txt,4_government_regulations
Regulations on the Management of Government Data Resources in Anhui Province,30.12.2020,provincial,Anhui Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates government data management and privacy protection.,FALSE,4_government_regulations/安徽省政务数据资源管理办法(FBM-CLI.11.1677539).txt,4_government_regulations
Regulations on Local Chronicles Work in Yinchuan City (2024 Revision),12.12.2024,city,Yinchuan,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/银川市地方志工作规定(2024修改)(FBM-CLI.11.8457353).txt,4_government_regulations
Regulations on Administrative Procedures of Lanzhou City,14.01.2015,city,Lanzhou,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/兰州市行政程序规定(FBM-CLI.11.1129513).txt,4_government_regulations
Regulations on Administrative Law Enforcement Supervision of Liaoning Province,06.01.2010,provincial,Liaoning Province,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/辽宁省行政执法监督规定(2010)(FBM-CLI.11.375206).txt,4_government_regulations
