title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Hangzhou Municipal Land Registration Measures (2011),2011-01-16,city,Hangzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/杭州市土地登记办法(2011)(FBM-CLI.11.474355).txt,privacy
Beijing Municipal People's Government Decision on Abolishing and Amending Certain Government Regulations,2021-12-30,city,Beijing City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/北京市人民政府关于废止和修改部分政府规章的...(FBM-CLI.11.4935426).txt,privacy
Liaoning Province Female Workers Labor Protection Measures,2020-12-09,provincial,Liaoning Province,True,general,[],[],['Health & Social Work'],[],[],,False,privacy/4_government_regulations/辽宁省女职工劳动保护办法(FBM-CLI.11.1673996).txt,privacy
Hunan Province Hotel Industry Public Security Management Measures (2023),2023-12-28,provincial,Hunan Province,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Accommodation & Catering', 'Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates hotel data collection and protection measures,False,privacy/4_government_regulations/湖南省旅馆业治安管理办法(2023)(FBM-CLI.11.7327318).txt,privacy
Benxi Municipal People's Government Regulation Legislative Evaluation Measures,2011-03-17,city,Benxi City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/本溪市人民政府规章立法评估办法(FBM-CLI.11.541135).txt,privacy
Interim Measures for Government Information Disclosure of Zhejiang Province,2012-06-15,provincial,Zhejiang Province,True,general,[],[],[],[],[],Promotes transparency while protecting privacy and secrets,False,privacy/4_government_regulations/浙江省政府信息公开暂行办法(FBM-CLI.11.636811).txt,privacy
Measures for the Implementation of the Local Chronicles Work Regulations in Tibet Autonomous Region,2016-10-16,provincial,Tibet Autonomous Region,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/西藏自治区实施《地方志工作条例》办法(FBM-CLI.11.1247544).txt,privacy
Decision of Hebei Provincial People's Government on Abolishing and Amending Some Provincial Government Regulations (2019),2019-12-28,provincial,Hebei Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/河北省人民政府关于废止和修改部分省政府规章...(FBM-CLI.11.1557511).txt,privacy
Measures for Post-Legislative Evaluation of Regulations of the People's Government of Guilin City,2018-01-16,city,Guilin City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/桂林市人民政府规章立法后评估办法(FBM-CLI.11.1601163).txt,privacy
Gansu Province Floating Population Family Planning Work Measures (2020 Revision),2011-09-22,provincial,Gansu Province,False,general,[],[],"['Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],Regulates family planning services for floating population,False,privacy/4_government_regulations/甘肃省流动人口计划生育工作办法(2020修正)(FBM-CLI.11.1638743).txt,privacy
Hebei Province Administrative Licensing Hearing Regulations (2010 Revision),2010-11-30,provincial,Hebei Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/河北省实施行政许可听证规定(2010修订)(FBM-CLI.11.4867798).txt,privacy
Rizhao City Public Participation in Government Legislation Measures,2021-09-30,city,Rizhao City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/日照市公众参与政府立法办法(FBM-CLI.11.4631294).txt,privacy
Hubei Province Administrative License Supervision and Inspection Measures,2008-11-03,provincial,Hubei Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/湖北省行政许可监督检查办法(FBM-CLI.11.279096).txt,privacy
Beijing Administrative Law Enforcement Supervision Measures,2024-12-23,city,Beijing City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/北京市行政执法监督办法(FBM-CLI.11.8428784).txt,privacy
Fujian Province Medical Dispute Prevention and Handling Measures,2016-05-23,provincial,Fujian Province,False,general,"['Access & Copy', 'Convenient Exercise & Remedy']",['Security & Management'],['Health & Social Work'],[],"['Information Collection', 'Information Processing']","Regulates medical disputes, protects patient privacy rights",False,privacy/4_government_regulations/福建省医疗纠纷预防与处理办法(FBM-CLI.11.1195860).txt,privacy
Measures for the Implementation of the Local Chronicles Work Regulations in Zhejiang Province,2012-11-17,provincial,Zhejiang Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/浙江省实施《地方志工作条例》办法(FBM-CLI.11.688983).txt,privacy
Jilin Province Special Industry Public Security Management Measures,2011-06-25,provincial,Jilin Province,False,general,[],[],"['Accommodation & Catering', 'Wholesale & Retail Trade', 'Leasing & Business Services']",[],"['Information Collection', 'Information Processing']",Regulates special industries with data collection and reporting requirements,False,privacy/4_government_regulations/吉林省特种行业治安管理办法(FBM-CLI.11.516062).txt,privacy
Suzhou Municipal Regulations Legislative Post-Evaluation Measures,2011-12-27,city,Suzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/苏州市规章立法后评估办法(FBM-CLI.11.562896).txt,privacy
Taiyuan City Personnel Dispute Arbitration Measures (2011 Revision),2011-01-06,city,Taiyuan City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/太原市人事争议仲裁办法(2011修订)(FBM-CLI.11.6477936).txt,privacy
Chongqing Administrative Penalty Hearing Procedures (2023),2023-01-02,city,Chongqing City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/重庆市行政处罚听证程序规定(2023)(FBM-CLI.11.5754870).txt,privacy
Chongqing Municipal Personal Housing Property Tax Collection and Management Implementation Rules (2023 Amendment),2011-01-28,city,Chongqing City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/重庆市个人住房房产税征收管理实施细则(2023修改...(FBM-CLI.11.7172295).txt,privacy
Hebei Province Administrative Measures for Government Data Sharing and Application,2022-11-03,provincial,Hebei Province,False,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],"Promotes secure, lawful government data sharing and management",True,privacy/4_government_regulations/河北省政务数据共享应用管理办法(FBM-CLI.11.5635566).txt,privacy
Kunming City Emergency Measures for Public Health Emergencies (2022),2022-10-29,city,Kunming City,False,general,['Convenient Exercise & Remedy'],"['Security & Management', 'Incident Response & Notification']","['Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates emergency response with personal data protection measures,False,privacy/4_government_regulations/昆明市突发公共卫生事件应急办法(2022)(FBM-CLI.11.5624049).txt,privacy
Interim Measures for the Administration of Public Credit Information of Fujian Province,2015-06-24,provincial,Fujian Province,False,general,[],[],[],[],[],"Regulates collection, disclosure, and use of public credit information",False,privacy/4_government_regulations/福建省公共信用信息管理暂行办法(FBM-CLI.11.1088237).txt,privacy
Henan Province Regulations on Family Planning Work for Floating Population,2012-12-21,provincial,Henan Province,False,sensitive,[],[],"['Public Administration, Social Security & Social Organizations', 'Health & Social Work']",[],"['Information Collection', 'Information Processing']",Regulates collection and management of floating population reproductive data,False,privacy/4_government_regulations/河南省流动人口计划生育工作规定(FBM-CLI.11.692249).txt,privacy
Guangdong Province Consumer Product Recall Measures,2023-12-13,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广东省消费品召回管理办法(FBM-CLI.11.7318720).txt,privacy
Regulations on Major Administrative Decision-Making Procedures of Xinjiang Uygur Autonomous Region,2021-12-26,provincial,Xinjiang Uygur Autonomous Region,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/新疆维吾尔自治区重大行政决策程序规定(FBM-CLI.11.5040071).txt,privacy
Shantou Municipal People's Government Administrative Decision Hearing Regulations,2008-08-28,city,Shantou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/汕头市人民政府行政决策听证规定(FBM-CLI.11.249227).txt,privacy
"Heilongjiang Provincial Government Decision on Cancelling, Delegating, Entrusting, and Localizing Management of a Batch of Administrative Powers",2020-05-26,provincial,Heilongjiang Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/黑龙江省人民政府关于取消、下放、委托、属地...(FBM-CLI.11.1592172).txt,privacy
Harbin Administrative Law Enforcement Archives Management Measures,2014-09-09,city,Harbin City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/哈尔滨市行政执法档案管理办法(FBM-CLI.11.896553).txt,privacy
Jiangsu Province Tax and Fee Collection Guarantee Measures,2022-10-27,provincial,Jiangsu Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/江苏省税费征管保障办法(FBM-CLI.11.5618686).txt,privacy
Hangzhou City Market Supervision Administrative Penalty Procedure Regulations (2021),2021-01-06,city,Hangzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/杭州市市场监督管理行政处罚程序规定(2021)(FBM-CLI.11.1685154).txt,privacy
Tai'an City Emergency Measures for Public Health Emergencies (2023 Revision),2023-09-13,city,Tai'an City,False,general,[],[],"['Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates emergency response and protects personal privacy during public health crises,False,privacy/4_government_regulations/泰安市突发公共卫生事件应急办法(2023修订)(FBM-CLI.11.7177806).txt,privacy
Taiyuan City Administrative Reconsideration Regulations,2014-03-03,city,Taiyuan City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/太原市行政复议规定(FBM-CLI.11.834774).txt,privacy
Regulations on Legal Counsel Work of Hunan Provincial Government (2022 Amendment),2015-12-01,provincial,Hunan Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/湖南省政府法律顾问工作规定(2022修改)(FBM-CLI.11.5608172).txt,privacy
Hangzhou Municipal Government Information Disclosure Regulations (2008 Revision),2004-04-27,city,Hangzhou City,True,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],Promotes government transparency and information access,False,privacy/4_government_regulations/杭州市政府信息公开规定(2008修订)(FBM-CLI.11.240611).txt,privacy
Taiyuan Public Security Video Image Information System Management Measures,2010-09-02,city,Taiyuan City,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public security video data collection and management,False,privacy/4_government_regulations/太原市公共安全视频图像信息系统管理办法(FBM-CLI.11.454408).txt,privacy
Bazhong City Urban and Rural Residents Minimum Living Security Implementation Measures,2016-11-24,city,Bazhong City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/巴中市城乡居民最低生活保障实施办法(FBM-CLI.11.1264128).txt,privacy
Guiyang Municipal Government Data Sharing and Opening Implementation Measures (2020 Amendment),2018-01-12,city,Guiyang City,False,general,[],['Security & Management'],"['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],['Information Processing'],Promotes government data sharing and security management,False,privacy/4_government_regulations/贵阳市政府数据共享开放实施办法(2020修改)(FBM-CLI.11.1685695).txt,privacy
Shaanxi Province Public Security Image Information System Management Measures (2012 Revision),2011-08-01,provincial,Shaanxi Province,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Transportation, Storage & Postal Services', 'Health & Social Work', 'Education', 'Financial Intermediation', 'Culture, Sports & Entertainment', 'Water Conservancy, Environment & Public Facilities Management']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public security image systems to protect privacy and security.,False,privacy/4_government_regulations/陕西省公共安全图像信息系统管理办法(2012修订)(FBM-CLI.11.590881).txt,privacy
Shantou Special Economic Zone Enterprise Complaint Management Measures,2012-01-07,city,Shantou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/汕头经济特区企业投诉管理办法(FBM-CLI.11.623158).txt,privacy
Special Provisions on the Labor Protection of Female Workers in Jiangsu Province,2018-05-08,provincial,Jiangsu Province,True,general,[],[],"['Manufacturing', 'Wholesale & Retail Trade', 'Accommodation & Catering', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],,False,privacy/4_government_regulations/江苏省女职工劳动保护特别规定(FBM-CLI.11.1453639).txt,privacy
Shandong Province Administrative Penalty Hearing Procedure Implementation Measures (2024 Revision),1997-06-24,provincial,Shandong Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/山东省行政处罚听证程序实施办法(2024修正)(FBM-CLI.11.7383193).txt,privacy
Guangzhou Administrative Mediation Regulations,2014-10-30,city,Guangzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广州市行政调解规定(FBM-CLI.11.1019571).txt,privacy
Shanghai Salt Industry Management Regulations,2021-07-29,city,Shanghai City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/上海市盐业管理规定(FBM-CLI.11.4236611).txt,privacy
Guangxi Zhuang Autonomous Region Market Entity Information Management Measures,2018-12-14,provincial,Guangxi Zhuang Autonomous Region,False,general,[],[],[],[],[],"Regulates collection, disclosure, and use of market entity information",False,privacy/4_government_regulations/广西壮族自治区市场主体信息管理办法(FBM-CLI.11.1508896).txt,privacy
Regulations on Major Administrative Decision-Making Procedures of Xi'an City,2022-02-28,city,Xi'an City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/西安市重大行政决策程序规定(FBM-CLI.11.4912132).txt,privacy
Xuzhou City Measures for the Prevention and Handling of Medical Disputes,2013-08-19,city,Xuzhou City,True,general,[],[],['Health & Social Work'],[],[],,False,privacy/4_government_regulations/徐州市医患纠纷预防和处理办法(FBM-CLI.11.785761).txt,privacy
Shaanxi Province Public Security Image Information System Management Measures,2011-06-16,provincial,Shaanxi Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Transportation, Storage & Postal Services', 'Education', 'Health & Social Work']",[],"['Information Collection', 'Information Processing']",Regulates public security image systems to protect privacy and security,False,privacy/4_government_regulations/陕西省公共安全图像信息系统管理办法(FBM-CLI.11.514114).txt,privacy
Jiangmen City Public Data Sharing and Open Utilization Management Measures,2023-07-06,city,Jiangmen City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Production & Supply of Electricity, Heat, Gas & Water', 'Transportation, Storage & Postal Services']",[],"['Information Processing', 'Information Dissemination']",Regulates public data sharing and security management,True,privacy/4_government_regulations/江门市公共数据共享和开放利用管理办法(FBM-CLI.11.7022957).txt,privacy
Wuxi City Enterprise Credit Information Collection Management Measures,2012-12-03,city,Wuxi City,False,general,['Rectification'],['Security & Management'],['Leasing & Business Services'],[],"['Information Collection', 'Information Processing']",Regulates enterprise credit data collection and protection,False,privacy/4_government_regulations/无锡市企业信用信息征集管理办法(FBM-CLI.11.683435).txt,privacy
Taiyuan Administrative Approval Management Measures,2011-12-24,city,Taiyuan City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/太原市行政审批管理办法(FBM-CLI.11.570815).txt,privacy
Tianjin Market Entity Credit Information Management Measures,2015-11-20,city,Tianjin City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Leasing & Business Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates credit info collection and protection for market entities,False,privacy/4_government_regulations/天津市市场主体信用信息管理办法(FBM-CLI.11.1146627).txt,privacy
Shenzhen Housing Safety Management Measures,2019-03-24,city,Shenzhen City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/深圳市房屋安全管理办法(FBM-CLI.11.1512949).txt,privacy
Chengdu Surveying and Mapping Management Measures (2023),2023-11-14,city,Chengdu City,True,general,[],[],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],[],,False,privacy/4_government_regulations/成都市测绘管理办法(2023)(FBM-CLI.11.7270301).txt,privacy
Shandong Province Administrative Mediation Measures,2024-12-30,provincial,Shandong Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/山东省行政调解办法(FBM-CLI.11.8449094).txt,privacy
Chongqing Municipal Geographic Information Public Service Management Measures,2011-01-30,city,Chongqing City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/重庆市地理信息公共服务管理办法(FBM-CLI.11.475280).txt,privacy
Yancheng City Major Administrative Decision-Making Procedures Regulations,2021-11-29,city,Yancheng City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/盐城市重大行政决策程序规定(FBM-CLI.11.4843859).txt,privacy
Guizhou Province 12345 Government Service Convenience Hotline Management Measures,2024-01-08,provincial,Guizhou Province,True,general,[],['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],[],Regulates hotline management and protects personal privacy,False,privacy/4_government_regulations/贵州省12345政务服务便民热线管理办法(FBM-CLI.11.7341541).txt,privacy
Ningbo Minimum Living Security Measures (2022 Amendment),2017-06-01,city,Ningbo City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/宁波市最低生活保障办法(2022修改)(FBM-CLI.11.4936794).txt,privacy
Suzhou Municipal Measures for Family Planning Work of Floating Population,2011-08-23,city,Suzhou City,False,general,[],[],"['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Resident Services, Repair & Other Services', 'Education']",[],[],Regulates floating population family planning services and data management,False,privacy/4_government_regulations/苏州市流动人口计划生育工作办法(FBM-CLI.11.525754).txt,privacy
Qingdao City Surveying and Mapping Geographic Information Management Measures (2023 Revision),2023-01-11,city,Qingdao City,True,general,[],[],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],[],,False,privacy/4_government_regulations/青岛市测绘地理信息管理办法(2023修订)(FBM-CLI.11.6402568).txt,privacy
Ningbo City Enterprise Credit Supervision and Social Responsibility Evaluation Measures (2016 Revision),2011-12-21,city,Ningbo City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/宁波市企业信用监管和社会责任评价办法(2016修正...(FBM-CLI.11.1170128).txt,privacy
Hubei Province Medical Dispute Prevention and Handling Measures,2013-12-13,provincial,Hubei Province,True,general,[],[],['Health & Social Work'],[],[],,False,privacy/4_government_regulations/湖北省医疗纠纷预防与处理办法(FBM-CLI.11.805394).txt,privacy
Haikou Municipal Government Information Disclosure Regulations (2024),2024-11-05,city,Haikou City,True,general,[],[],[],[],[],Regulates government information disclosure to enhance transparency,False,privacy/4_government_regulations/海口市政府信息公开规定(2024)(FBM-CLI.11.7937464).txt,privacy
Fushun Municipal Government Regulation Formulation Measures,2020-11-15,city,Fushun City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/抚顺市政府规章制定办法(FBM-CLI.11.1660808).txt,privacy
Lanzhou City Urban Renewal Measures,2023-02-02,city,Lanzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/兰州市城市更新办法(FBM-CLI.11.6457067).txt,privacy
Dezhou City Major Administrative Decision-Making Procedures Regulations (2022),2022-03-26,city,Dezhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/德州市重大行政决策程序规定(2022)(FBM-CLI.11.5087263).txt,privacy
Interim Measures for the Administration of Civil Unmanned Aerial Vehicles in Chongqing,2017-10-29,city,Chongqing City,False,general,[],[],"['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates UAV data registration and management to protect privacy.,False,privacy/4_government_regulations/重庆市民用无人驾驶航空器管理暂行办法(FBM-CLI.11.1413181).txt,privacy
Guiyang Municipal Government Data Sharing and Opening Implementation Measures (2021 Amendment),2018-01-12,city,Guiyang City,False,general,[],['Security & Management'],"['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],['Information Processing'],Regulates government data sharing and security management,False,privacy/4_government_regulations/贵阳市政府数据共享开放实施办法(2021修改)(FBM-CLI.11.4863301).txt,privacy
Interim Measures for the Handling of Medical Disputes in Shenzhen,2010-01-22,city,Shenzhen City,True,general,[],[],['Health & Social Work'],[],[],,False,privacy/4_government_regulations/深圳市医患纠纷处理暂行办法(FBM-CLI.11.387632).txt,privacy
Suzhou Municipal Measures for Promoting Breastfeeding Facilities in Public Places,2016-12-01,city,Suzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/苏州市公共场所母乳哺育设施建设促进办法(FBM-CLI.11.1243715).txt,privacy
Guangzhou City Forest Rights Dispute Resolution Provisions,2010-07-26,city,Guangzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广州市林权争议处理若干规定(FBM-CLI.11.446472).txt,privacy
Hubei Province Personal Credit Information Collection and Application Management Measures (Trial),2008-06-04,provincial,Hubei Province,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Financial Intermediation', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates personal credit data collection and protection,False,privacy/4_government_regulations/湖北省个人信用信息采集与应用管理办法(试行...(FBM-CLI.11.234233).txt,privacy
Yunnan Province Major Administrative Decision-Making Procedures Regulations (2020 Revision),2016-05-04,provincial,Yunnan Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/云南省重大行政决策程序规定(2020修订)(FBM-CLI.11.1568654).txt,privacy
Gansu Provincial Government Major Administrative Decision-Making Procedures Regulations,2019-09-25,provincial,Gansu Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/甘肃省人民政府重大行政决策程序规定(FBM-CLI.11.1540100).txt,privacy
Dongguan Urban and Rural Construction Archives Management Measures (2021 Amendment),2019-02-20,city,Dongguan City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/东莞市城乡建设档案管理办法(2021修改)(FBM-CLI.11.4076089).txt,privacy
Guiyang Municipal Government Information Disclosure Regulations (2019 Amendment),2019-04-21,city,Guiyang City,False,general,[],[],[],[],[],Regulates government information disclosure to protect privacy,False,privacy/4_government_regulations/贵阳市政府信息公开规定(2019修改)(FBM-CLI.11.1601760).txt,privacy
Shandong Province Patent Dispute Handling and Mediation Measures,2016-03-22,provincial,Shandong Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/山东省专利纠纷处理和调解办法(FBM-CLI.11.1173883).txt,privacy
Wuhan Preschool Education Management Measures,2014-07-11,city,Wuhan City,True,general,[],[],['Education'],[],[],"Regulates preschool education, minimal privacy focus",False,privacy/4_government_regulations/武汉市学前教育管理办法(FBM-CLI.11.886908).txt,privacy
Regulations on Major Administrative Decision-Making Procedures of Jiuquan Municipal People's Government,2019-12-13,city,Jiuquan City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/酒泉市人民政府重大行政决策程序规定(FBM-CLI.11.1591443).txt,privacy
Measures for the Collection and Use of Enterprise Credit Information in Guizhou Province,2012-12-30,provincial,Guizhou Province,False,general,[],[],[],[],[],Regulates enterprise credit info collection and privacy protection,False,privacy/4_government_regulations/贵州省企业信用信息征集和使用管理办法(FBM-CLI.11.701785).txt,privacy
Zhengzhou City Household Service Industry Management Measures (2020 Revision),2009-05-25,city,Zhengzhou City,True,general,[],[],"['Resident Services, Repair & Other Services']",[],[],,False,privacy/4_government_regulations/郑州市家庭服务业管理办法(2020修正)(FBM-CLI.11.4911911).txt,privacy
Nanchang City Market Intermediary Organization Management Measures (2019 Revision),2013-12-04,city,Nanchang City,True,general,[],[],['Leasing & Business Services'],[],[],,False,privacy/4_government_regulations/南昌市市场中介组织管理办法(2019修正)(FBM-CLI.11.1596133).txt,privacy
Regulations on Major Administrative Decision-Making Procedures of Xuzhou Municipal People's Government,2017-03-01,city,Xuzhou City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/徐州市人民政府重大行政决策程序规定(FBM-CLI.11.1434626).txt,privacy
Guangdong Province Public Institution Registration Management Measures,2018-02-09,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广东省事业单位登记管理实施办法(FBM-CLI.11.1435463).txt,privacy
Fujian Province Administrative Data Management Measures,2016-10-15,provincial,Fujian Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates administrative data management and security,False,privacy/4_government_regulations/福建省政务数据管理办法(FBM-CLI.11.1227438).txt,privacy
Jiangsu Provincial Government Information Service Management Measures,2012-09-29,provincial,Jiangsu Province,False,general,[],['Security & Management'],"['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Education']",[],['Information Processing'],Regulates government info sharing and security measures,False,privacy/4_government_regulations/江苏省政府信息化服务管理办法(FBM-CLI.11.670346).txt,privacy
Dalian Major Administrative Decision-Making Procedures Regulations,2023-08-12,city,Dalian City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/大连市重大行政决策程序规定(FBM-CLI.11.7134943).txt,privacy
Inner Mongolia Autonomous Region Tax Guarantee Measures,2018-08-31,provincial,Inner Mongolia Autonomous Region,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/内蒙古自治区税收保障办法(FBM-CLI.11.1473795).txt,privacy
Chongqing Municipal Measures for the Sharing and Opening of Government Information Resources,2018-05-05,city,Chongqing City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates government data sharing and security to protect privacy,False,privacy/4_government_regulations/重庆市政务信息资源共享开放管理办法(FBM-CLI.11.1454279).txt,privacy
Beijing Premarital Medical Examination Management Regulations (2010 Amendment),2010-11-27,city,Beijing City,False,sensitive,[],['Security & Management'],['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates premarital medical exams and privacy protection,False,privacy/4_government_regulations/北京市实行婚前医学检查管理规定(2010修改)(FBM-CLI.11.486546).txt,privacy
Shandong Province Female Workers Labor Protection Measures,2019-01-16,provincial,Shandong Province,True,general,[],[],['Health & Social Work'],[],[],,False,privacy/4_government_regulations/山东省女职工劳动保护办法(FBM-CLI.11.1495969).txt,privacy
Regulations on Major Administrative Decision-Making Procedures of Anhui Province,2020-12-30,provincial,Anhui Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/安徽省重大行政决策程序规定(FBM-CLI.11.1675411).txt,privacy
Decision of Nantong Municipal People's Government on Amending the Measures for the Formulation of Nantong Municipal Government Regulations (2021),2021-02-18,city,Nantong City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/南通市人民政府关于修改《南通市政府规章制定...(FBM-CLI.11.1699451).txt,privacy
Guizhou Province Administrative Law Enforcement Supervision Measures,2017-12-13,provincial,Guizhou Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/贵州省行政执法监督办法(FBM-CLI.11.1425177).txt,privacy
Yunnan Province Disability Prevention and Rehabilitation Regulations,2021-02-18,provincial,Yunnan Province,False,sensitive,[],[],"['Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes disability prevention and rehabilitation with data protection,False,privacy/4_government_regulations/云南省残疾预防和残疾人康复规定(FBM-CLI.11.1703492).txt,privacy
Guangdong Province Major Administrative Decision Hearing Regulations (2023 Revision),2023-10-20,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/广东省重大行政决策听证规定(2023修订)(FBM-CLI.11.7254925).txt,privacy
Interim Provisions on Administrative Mediation of Guiyang City,2012-04-24,city,Guiyang City,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/贵阳市行政调解暂行规定(FBM-CLI.11.607084).txt,privacy
Qinghai Province Price Supervision and Inspection Measures (2020 Revision),2012-11-29,provincial,Qinghai Province,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/青海省价格监督检查办法(2020修订)(FBM-CLI.11.5647875).txt,privacy
Inner Mongolia Autonomous Region Tax and Fee Guarantee Measures,2024-06-20,provincial,Inner Mongolia Autonomous Region,True,general,[],[],[],[],[],,False,privacy/4_government_regulations/内蒙古自治区税费保障办法(FBM-CLI.11.7645595).txt,privacy
