title,date_enacted,legal_status,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,folder
Guangzhou Historical Buildings and Historical Style Areas Protection Measures (2015 Amendment),01.02.2014,4_government_regulations,city,Guangzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市历史建筑和历史风貌区保护办法(2015修改)(FBM-CLI.11.1537701).txt,privacy
Tianjin Administrative Approval Management Regulations (Revised in 2018),22.06.2006,4_government_regulations,city,Tianjin City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/天津市行政审批管理规定(2018修正)(FBM-CLI.11.4892818).txt,privacy
Regulations on Government Information Disclosure of Haikou City,10.09.2009,4_government_regulations,city,Haikou City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates government information transparency.,FALSE,4_government_regulations/海口市政府信息公开规定(FBM-CLI.11.340189).txt,privacy
Lhasa Public Security Video Image Information System Management Measures,18.03.2024,4_government_regulations,city,Lhasa City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public security video systems.,FALSE,4_government_regulations/拉萨市公共安全视频图像信息系统管理办法(FBM-CLI.11.7445482).txt,privacy
Wuhu City Urban Catering Waste Management Measures (2022 Revision),05.08.2022,4_government_regulations,city,Wuhu City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/芜湖市市区餐厨废弃物管理办法(2022修订)(FBM-CLI.11.5517340).txt,privacy
Implementation Measures for the Commercial Registration Regulations of Zhuhai Special Economic Zone,14.06.2013,4_government_regulations,city,Zhuhai City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/珠海经济特区商事登记条例实施办法(FBM-CLI.11.1196941).txt,privacy
Decision of the Guiyang Municipal People's Government on Amending the Regulations on the Maintenance and Management of Civil Air Defense Underground Shelters and Other 43 Regulations,23.07.2021,4_government_regulations,city,Guiyang City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/贵阳市人民政府关于修改《贵阳市结建防空地下...(FBM-CLI.11.4243038).txt,privacy
Decision on Adjusting a Batch of Administrative Power Matters by the Qiqihar Municipal People's Government,05.02.2021,4_government_regulations,city,Qiqihar City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/齐齐哈尔市人民政府关于调整一批行政权力事项...(FBM-CLI.11.1690888).txt,privacy
Regulations on the Procedures for the Formulation of Regulations by the Shanghai Municipal People's Government,16.05.2018,4_government_regulations,city,Shanghai City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/上海市人民政府规章制定程序规定(2018)(FBM-CLI.11.1457820).txt,privacy
Regulations on Open Government Information of Shanghai (Revised in 2010),20.12.2010,4_government_regulations,city,Shanghai City,FALSE,general,"['Access & Copy', 'Rectification']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates government information disclosure.,FALSE,4_government_regulations/上海市政府信息公开规定(2010修正)(FBM-CLI.11.686419).txt,privacy
Shenzhen Public Credit Information Management Measures,12.05.2017,4_government_regulations,city,Shenzhen City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public credit information management.,FALSE,4_government_regulations/深圳市公共信用信息管理办法(FBM-CLI.11.1413323).txt,privacy
Zhuhai Special Economic Zone Urban Renewal Management Measures,15.07.2021,4_government_regulations,city,Zhuhai City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/珠海经济特区城市更新管理办法(2021)(FBM-CLI.11.4210610).txt,privacy
Regulations on Government Information Disclosure upon Request in Dalian (2018 Revision),23.07.2018,4_government_regulations,city,Dalian City,FALSE,general,"['Access & Copy', 'Rectification']",['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public access to government information.,FALSE,4_government_regulations/大连市关于政府信息依申请公开的规定(2018修正)(FBM-CLI.11.1470504).txt,privacy
Regulations on Public Participation in Legislative Work of Yantai Municipal Government,16.11.2020,4_government_regulations,city,Yantai City,TRUE,general,[],[],[],[],[],Regulates public participation in legislation.,FALSE,4_government_regulations/烟台市政府立法公众参与规定(FBM-CLI.11.1676580).txt,privacy
Regulations on Government Information Disclosure of Shanghai (2020),13.04.2020,4_government_regulations,city,Shanghai City,FALSE,general,"['Access & Copy', 'Rectification']","['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates government information transparency.,FALSE,4_government_regulations/上海市政府信息公开规定(2020)(FBM-CLI.11.1592498).txt,privacy
Qingdao Municipal Major Administrative Decision Hearing Measures (2017 Revision),01.03.2018,4_government_regulations,city,Qingdao City,TRUE,general,[],[],[],[],[],Regulates public hearings for administrative decisions.,FALSE,4_government_regulations/青岛市重大行政决策听证办法(2017修订)(FBM-CLI.11.1431691).txt,privacy
Tianjin Municipal Government Service Convenience Hotline Management Measures,06.11.2024,4_government_regulations,city,Tianjin City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Regulates management of public service hotline.,FALSE,4_government_regulations/天津市政务服务便民热线管理办法(FBM-CLI.11.7943107).txt,privacy
Regulations on the Management of Public Security Video Image Information Systems in Changsha,01.11.2011,4_government_regulations,city,Changsha City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public security video systems to protect privacy.,FALSE,4_government_regulations/长沙市公共安全视频图像信息系统管理办法(FBM-CLI.11.559105).txt,privacy
Interim Provisions on Major Administrative Decision-Making Procedures of Cangzhou City,14.12.2020,4_government_regulations,city,Cangzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/沧州市重大行政决策程序暂行规定(FBM-CLI.11.1687990).txt,privacy
Measures for the Public Safety Management of Civil Unmanned Aerial Vehicles in Dazhou City,29.11.2024,4_government_regulations,city,Dazhou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/达州市民用无人驾驶航空器公共安全管理办法(FBM-CLI.11.8233129).txt,privacy
Regulations on the Management of Maritime Tourism Passenger Transport in Qingdao,21.12.2023,4_government_regulations,city,Qingdao City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Accommodation & Catering']",[],"['Information Collection', 'Information Processing']",Regulates maritime tourism passenger transport safety.,FALSE,4_government_regulations/青岛市海上旅游客运管理办法(FBM-CLI.11.7346506).txt,privacy
Regulations on Administrative Penalty Hearing Procedures of Zhengzhou (2020 Revision),17.01.2020,4_government_regulations,city,Zhengzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/郑州市行政处罚听证程序规定(2020修正)(FBM-CLI.11.4912024).txt,privacy
Guizhou City Campus and Surrounding Security Prevention and Other Safety Management Measures (2020 Revision),01.07.2012,4_government_regulations,city,Guiyang City,TRUE,general,[],[],['Education'],[],[],NA,FALSE,4_government_regulations/贵阳市校园及周边治安防控和其他安全管理办法...(FBM-CLI.11.1686241).txt,privacy
Regulations on Administrative Litigation Work in Shanghai,10.09.2020,4_government_regulations,city,Shanghai City,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates administrative litigation processes.,FALSE,4_government_regulations/上海市行政应诉工作规定(FBM-CLI.11.1642141).txt,privacy
Regulations on the Standardization of Discretionary Power in Administrative Law Enforcement of Guangzhou (2015 Amendment),30.09.2015,4_government_regulations,city,Guangzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市规范行政执法自由裁量权规定(2015修改)(FBM-CLI.11.1537535).txt,privacy
"Regulations on the Protection of the Rights and Interests of Overseas Chinese, Returned Overseas Chinese and Their Families in Suzhou",02.12.2013,4_government_regulations,city,Suzhou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/苏州市华侨归侨侨眷权益保护办法(FBM-CLI.11.805711).txt,privacy
Shanghai Public Resource Trading Management Measures,16.08.2021,4_government_regulations,city,Shanghai City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/上海市公共资源交易管理办法(FBM-CLI.11.4277134).txt,privacy
Regulations on the Management of Urban and Rural Construction Archives in Zhengzhou,16.01.2019,4_government_regulations,city,Zhengzhou City,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates urban and rural construction archives management.,FALSE,4_government_regulations/郑州市城乡建设档案管理办法(FBM-CLI.11.1503385).txt,privacy
Guizhou City Campus and Surrounding Security Prevention and Other Safety Management Measures (2022 Revision),01.07.2012,4_government_regulations,city,Guiyang City,TRUE,general,[],[],['Education'],[],[],NA,FALSE,4_government_regulations/贵阳市校园及周边治安防控和其他安全管理办法...(FBM-CLI.11.6381304).txt,privacy
Interim Measures for the Prevention and Handling of Medical Disputes in Guiyang,01.10.2011,4_government_regulations,city,Guiyang City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Health & Social Work'],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates medical dispute prevention and resolution.,FALSE,4_government_regulations/贵阳市医疗纠纷预防与处理暂行办法(FBM-CLI.11.523604).txt,privacy
Interim Provisions on Major Administrative Decision-Making Procedures in Xining City,01.08.2021,4_government_regulations,city,Xining City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/西宁市重大行政决策程序暂行规定(FBM-CLI.11.4244671).txt,privacy
Qiqihar Medical Dispute Handling Measures,06.11.2014,4_government_regulations,city,Qiqihar City,FALSE,general,"['Access & Copy', 'Erasure']","['Security & Management', 'Protection Officer']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates medical dispute resolution and patient rights.,FALSE,4_government_regulations/齐齐哈尔市医疗纠纷处置办法(2020修正)(FBM-CLI.11.1602648).txt,privacy
Regulations on Government Information Disclosure of Chengdu,07.06.2008,4_government_regulations,city,Chengdu City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates government information transparency.,FALSE,4_government_regulations/成都市政府信息公开规定(2008)(FBM-CLI.11.233273).txt,privacy
Implementation Measures for the Commercial Registration Regulations of Zhuhai Special Economic Zone (Revised in 2016),17.05.2016,4_government_regulations,city,Zhuhai City,TRUE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],NA,FALSE,4_government_regulations/珠海经济特区商事登记条例实施办法(2016修订)(FBM-CLI.11.1196940).txt,privacy
Shannan City Comprehensive Law Enforcement Measures,12.08.2022,4_government_regulations,city,Shannan City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates urban management law enforcement.,FALSE,4_government_regulations/山南市城市管理综合执法办法(FBM-CLI.11.5517868).txt,privacy
Shenzhen Carbon Emission Trading Management Interim Measures,19.03.2014,4_government_regulations,city,Shenzhen City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/深圳市碳排放权交易管理暂行办法(FBM-CLI.11.835353).txt,privacy
Shantou Special Economic Zone Social Organization Registration Management Measures,08.01.2018,4_government_regulations,city,Shantou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/汕头经济特区社会组织登记管理办法(2018)(FBM-CLI.11.1430385).txt,privacy
Zhengzhou Administrative Law Enforcement Complaint Handling Measures,30.07.2010,4_government_regulations,city,Zhengzhou City,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates administrative complaint handling procedures.,FALSE,4_government_regulations/郑州市行政执法投诉受理办法(FBM-CLI.11.440723).txt,privacy
Decision on Amending the Regulations on Government Information Disclosure of Guiyang City,08.08.2015,4_government_regulations,city,Guiyang City,FALSE,general,"['Access & Copy', 'Erasure']",['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Enhances government transparency and information access.,FALSE,4_government_regulations/贵阳市人民政府关于修改《贵阳市政府信息公开...(FBM-CLI.11.1117193).txt,privacy
Tianjin Local Chronicle Work Measures,01.04.2018,4_government_regulations,city,Tianjin City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/天津市地方志工作办法(FBM-CLI.11.1439813).txt,privacy
Regulations on the Prevention and Handling of Medical Disputes in Xining City,15.11.2013,4_government_regulations,city,Xining City,FALSE,general,['Access & Copy'],"['Security & Management', 'Protection Officer']",['Health & Social Work'],[],"['Information Collection', 'Information Processing']",Regulates medical dispute prevention and resolution.,FALSE,4_government_regulations/西宁市医疗纠纷预防与处理办法(FBM-CLI.11.805291).txt,privacy
Zhuhai Social Insurance Anti-Fraud Measures (2015 Revision),01.03.2016,4_government_regulations,city,Zhuhai City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates social insurance fraud prevention.,FALSE,4_government_regulations/珠海市社会保险反欺诈办法(2015修订)(FBM-CLI.11.1158688).txt,privacy
Shantou Administrative Adjudication Regulations,11.01.2021,4_government_regulations,city,Shantou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/汕头市行政裁决规定(FBM-CLI.11.1681838).txt,privacy
Zhengzhou Online Rental Housing Security Management Measures,18.04.2024,4_government_regulations,city,Zhengzhou City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Accommodation & Catering'],['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates online rental housing security management.,FALSE,4_government_regulations/郑州市网约房治安管理办法(FBM-CLI.11.7467175).txt,privacy
Guizhou City Campus and Surrounding Security Prevention and Other Safety Management Measures (2019 Revision),01.07.2012,4_government_regulations,city,Guiyang City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/贵阳市校园及周边治安防控和其他安全管理办法...(FBM-CLI.11.1601276).txt,privacy
Regulations on Standardizing the Discretionary Power of Administrative Law Enforcement in Guangzhou (Revised in 2019),14.11.2019,4_government_regulations,city,Guangzhou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市规范行政执法自由裁量权规定(2019修订)(FBM-CLI.11.1559133).txt,privacy
Fuzhou Local Tax Revenue Guarantee Implementation Measures,15.04.2011,4_government_regulations,city,Fuzhou City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates local tax collection and taxpayer rights.,FALSE,4_government_regulations/福州市地方税收保障实施办法(FBM-CLI.11.484705).txt,privacy
Wuxi Public Toilet Management Measures,30.12.2022,4_government_regulations,city,Wuxi City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/无锡市公共厕所管理办法(FBM-CLI.11.6418536).txt,privacy
Shanghai Medical Dispute Prevention and Mediation Measures,11.01.2014,4_government_regulations,city,Shanghai City,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Health & Social Work'],"['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates medical dispute mediation and patient privacy.,FALSE,4_government_regulations/上海市医患纠纷预防与调解办法(FBM-CLI.11.821821).txt,privacy
Guizhou Administrative Penalty Hearing Procedure Measures (Trial) (2019 Revision),14.07.1999,4_government_regulations,city,Guiyang City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/贵阳市行政处罚听证程序办法(试行)(2019修改)(FBM-CLI.11.1601208).txt,privacy
Regulations on Local Chronicles Work in Guangzhou (2015 Amendment),07.11.2011,4_government_regulations,city,Guangzhou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市地方志工作规定(2015修改)(FBM-CLI.11.1537623).txt,privacy
Regulations on the Management of the Construction Market in Nanjing (Revised in 2018),06.11.2018,4_government_regulations,city,Nanjing City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']",['Construction'],[],[],Regulates construction market behavior and management.,FALSE,4_government_regulations/南京市建筑市场管理若干规定(2018修订)(FBM-CLI.11.5588760).txt,privacy
Interim Provisions on Administrative Mediation in Guiyang (2020 Revision),24.04.2012,4_government_regulations,city,Guiyang City,TRUE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates administrative mediation processes.,FALSE,4_government_regulations/贵阳市行政调解暂行规定(2020修改)(FBM-CLI.11.1686253).txt,privacy
Regulations on Government Contract Management of Lanzhou City,07.01.2019,4_government_regulations,city,Lanzhou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/兰州市政府合同管理规定(FBM-CLI.11.1495082).txt,privacy
Zhuhai Social Work Promotion Measures (2022 Revision),31.10.2022,4_government_regulations,city,Zhuhai City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulations to enhance social work and protect privacy.,FALSE,4_government_regulations/珠海市社会工作促进办法(2022修改)(FBM-CLI.11.5627739).txt,privacy
Management Measures for Public Security Video Image Information System in Shannan City,29.08.2019,4_government_regulations,city,Shannan City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public security video systems.,FALSE,4_government_regulations/山南市公共安全视频图像信息系统管理办法(FBM-CLI.11.1598752).txt,privacy
Chongqing Taxi Passenger Transport Management Measures (2013 Revision),01.05.2013,4_government_regulations,city,Chongqing City,FALSE,general,[],[],"['Transportation, Storage & Postal Services']",[],[],NA,FALSE,4_government_regulations/重庆市出租汽车客运管理办法(2013修正)(FBM-CLI.11.756509).txt,privacy
Qinhuangdao Public Safety Technical Prevention Management Measures,26.12.2017,4_government_regulations,city,Qinhuangdao City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public safety and surveillance systems.,FALSE,4_government_regulations/秦皇岛市公共安全技术防范管理办法(FBM-CLI.11.1528490).txt,privacy
Decision of the Guangzhou Municipal People's Government on Modifying and Repealing Certain Municipal Government Regulations,11.11.2020,4_government_regulations,city,Guangzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市人民政府关于修改和废止部分市政府规章...(FBM-CLI.11.1649298).txt,privacy
Regulations on the Handling Procedures for Administrative Review Cases by the People's Government of Yinchuan City,06.01.2025,4_government_regulations,city,Yinchuan City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/银川市人民政府行政复议案件办理程序规定(FBM-CLI.11.8464334).txt,privacy
Shiyan City Automobile Industry Cultural Heritage Protection Measures (2023 Revision),26.09.2023,4_government_regulations,city,Shiyan City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/十堰市汽车工业文化遗产保护办法(2023修订)(FBM-CLI.11.7230123).txt,privacy
Wuxi City Archives Utilization Management Measures,15.05.2008,4_government_regulations,city,Wuxi City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/无锡市档案资料利用管理办法(FBM-CLI.11.224691).txt,privacy
Jinan Public Data Management Measures,30.09.2020,4_government_regulations,city,Jinan City,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data management and sharing.,FALSE,4_government_regulations/济南市公共数据管理办法(FBM-CLI.11.1646887).txt,privacy
Measures for the Protection and Management of Excellent Modern and Contemporary Buildings in Xi'an,07.12.2015,4_government_regulations,city,Xi'an City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/西安市优秀近现代建筑保护管理办法(FBM-CLI.11.1146260).txt,privacy
Nanjing Municipal Regulations on Construction Market Management (2017 Revision),23.11.2012,4_government_regulations,city,Nanjing City,FALSE,general,[],"['Security & Management', 'Protection Officer']",['Construction'],[],[],Regulates construction market behavior and management.,FALSE,4_government_regulations/南京市建筑市场管理若干规定(2017修订)(FBM-CLI.11.1658154).txt,privacy
Benxi City Tax Information Management Measures,21.05.2010,4_government_regulations,city,Benxi City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates tax information management and protection.,FALSE,4_government_regulations/本溪市涉税信息管理办法(FBM-CLI.11.430717).txt,privacy
Regulations on Administrative Mediation in Lhasa City,03.09.2020,4_government_regulations,city,Lhasa City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/拉萨市行政调解规定(FBM-CLI.11.1647949).txt,privacy
Decision of the Yinchuan Municipal People's Government on Amending Certain Government Regulations,08.05.2023,4_government_regulations,city,Yinchuan City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/银川市人民政府关于修改部分政府规章的决定(...(FBM-CLI.11.6938303).txt,privacy
Nanchang Municipal Measures for the Prevention and Handling of Medical Disputes,26.12.2011,4_government_regulations,city,Nanchang City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Health & Social Work'],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates medical dispute prevention and resolution.,FALSE,4_government_regulations/南昌市医疗纠纷预防与处理办法(FBM-CLI.11.593878).txt,privacy
Wuhan Municipal Public Credit Information Management Measures,20.07.2016,4_government_regulations,city,Wuhan City,FALSE,general,"['Erasure', 'Access & Copy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates collection and use of public credit information.,FALSE,4_government_regulations/武汉市公共信用信息管理办法(FBM-CLI.11.1209148).txt,privacy
Nanchang Market Intermediary Organization Management Measures,25.10.2013,4_government_regulations,city,Nanchang City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates market intermediary organizations and protects rights.,FALSE,4_government_regulations/南昌市市场中介组织管理办法(FBM-CLI.11.802068).txt,privacy
Regulations on Major Administrative Decision-Making Procedures of Zhengzhou Municipal People's Government,22.07.2022,4_government_regulations,city,Zhengzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/郑州市人民政府重大行政决策程序规定(FBM-CLI.11.5557326).txt,privacy
Regulations on the Management of Dongguan Public Libraries,30.12.2016,4_government_regulations,city,Dongguan City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public library management and user rights.,FALSE,4_government_regulations/东莞市公共图书馆管理办法(FBM-CLI.11.1257087).txt,privacy
Implementation Rules for Accountability of Administrative Law Enforcement Errors in Handan City,18.12.2015,4_government_regulations,city,Handan City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/邯郸市行政执法过错责任追究实施细则(FBM-CLI.11.1162296).txt,privacy
Measures for Promoting the Construction of Integrity Island in Hengqin New Area of Zhuhai Special Economic Zone,28.04.2014,4_government_regulations,city,Zhuhai City,FALSE,general,['Convenient Exercise & Remedy'],['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Promotes integrity and credit information sharing.,FALSE,4_government_regulations/珠海经济特区横琴新区诚信岛建设促进办法(FBM-CLI.11.845786).txt,privacy
Zhengzhou Social Insurance Inspection Measures (2020 Revision),17.01.2020,4_government_regulations,city,Zhengzhou City,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates social insurance inspection and data handling.,FALSE,4_government_regulations/郑州市社会保险稽查办法(2020修正)(FBM-CLI.11.4911931).txt,privacy
Implementation Measures for Digital Urban Management in Xuancheng City,22.01.2019,4_government_regulations,city,Xuancheng City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates data collection and management in urban settings.,FALSE,4_government_regulations/宣城市数字化城市管理实施办法(FBM-CLI.11.1504240).txt,privacy
Shenzhen Real Estate Market Regulation Measures,09.07.2010,4_government_regulations,city,Shenzhen City,FALSE,general,[],"['Security & Management', 'Protection Officer']",['Real Estate'],[],[],Regulates real estate market and protects personal data.,FALSE,4_government_regulations/深圳市房地产市场监管办法(FBM-CLI.11.438630).txt,privacy
Ningbo Minimum Living Security Measures (2018 Revision),13.12.2018,4_government_regulations,city,Ningbo City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/宁波市最低生活保障办法(2018修正)(FBM-CLI.11.1543322).txt,privacy
Zhengzhou Information Technology Construction Management Measures (2020 Revision),17.01.2020,4_government_regulations,city,Zhengzhou City,TRUE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/郑州市信息化建设管理办法(2020修正)(FBM-CLI.11.4911903).txt,privacy
Regulations on Government Information Disclosure upon Request in Dalian (Revised in 2015),01.03.2015,4_government_regulations,city,Dalian City,FALSE,general,"['Access & Copy', 'Rectification']",['Security & Management'],"['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates public access to government information.,FALSE,4_government_regulations/大连市关于政府信息依申请公开的规定(2015修正)(FBM-CLI.11.1050216).txt,privacy
Trial Measures for the Management of Road Testing and Application of Intelligent Connected Vehicles in Chongqing,01.03.2022,4_government_regulations,city,Chongqing City,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates testing and application of smart vehicles.,FALSE,4_government_regulations/重庆市智能网联汽车道路测试与应用管理试行办...(FBM-CLI.11.4864656).txt,privacy
Guangzhou Administrative Filing Management Measures (2019 Revision),14.11.2019,4_government_regulations,city,Guangzhou City,FALSE,general,[],[],[],[],[],NA,FALSE,4_government_regulations/广州市行政备案管理办法(2019修订)(FBM-CLI.11.1559123).txt,privacy
Ningbo Foreign Investment Enterprise Complaint Handling Measures,01.04.2021,4_government_regulations,city,Ningbo City,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates complaint handling for foreign investments.,FALSE,4_government_regulations/宁波市外商投资企业投诉处理办法(2021)(FBM-CLI.11.1697351).txt,privacy
